"","Product_Name","Reviewer_Names","Review_Date","Individual_Ratings","Review_Title","Text_Reviews"
"73","GIGABYTE Radeon RX 7600","Michael","December 1, 2024",4.7,NA,"Crashes my PC all the time, had to switch back to my old GFX card. I used DDU to uninstall previous drivers multiple times, checked memory slots, SSD slots, etc. with no avail."
"74","GIGABYTE Radeon RX 7600",NA,NA,4.5,NA,NA
"75","GIGABYTE Radeon RX 7600",NA,NA,4.5,NA,NA
"76","GIGABYTE Radeon RX 7600",NA,NA,5,NA,NA
"77","GIGABYTE Radeon RX 7600",NA,NA,5,NA,NA
"78","GIGABYTE Radeon RX 7600",NA,NA,5,NA,NA
"79","GIGABYTE Radeon RX 7600",NA,NA,5,NA,NA
"80","GIGABYTE Radeon RX 7600",NA,NA,5,NA,NA
"81","GTX 750Ti Graphics Card","Larry B Cover","November 6, 2024",4.3,"nice for the price","this really speed up my gaming nice"
"82","GTX 750Ti Graphics Card","Steve Heath","September 12, 2024",4.3,"Gtx 750Ti","It's just what I needed to speed up an old spare computer, for the grandkids. Works really good, arrived very quickly and all is good."
"83","GTX 750Ti Graphics Card","LSantillo","June 23, 2024",4.3,"Low power, Low temperature, Still Supported","Perfect for my intended use (HTPC/Retrogaming PC using legacy components). Needed something better than integrated graphics to run some emulators (PS2, N64), a discreet GPU with low power requirements, low temperatures, low noise, and low cost. Considered a generic RX550, eventually decided on this one.Pros:- GPU is still supported by NVIDIA.- Windows 10 recognized and installed latest driver immediatelly, no issues.- First generation Maxwell, amazing energy efficiency, low temperature.- No external power requirement.- Affordable.Cons:- Fan runs at full speed all the time (two-wire connection to card).Fan shroud is easily removable. Replaced it with a couple of 120mm fans connected with PCI bracket. Benchmarked and stress tested, temperatures never reach 70C. I'm happy."
"84","GTX 750Ti Graphics Card","Norman Rydzynski","August 9, 2024",4.1,"Great graphics for price","Great graphic card for the price, replaced an old one"
"85","GTX 750Ti Graphics Card","tommy fitzgerald","September 9, 2024",5,"Junk","Would not work in my i7 or my i5 both with 16 GB ram and win 11."
"86","GTX 750Ti Graphics Card","Good PC but you might need to upgrade the graphics card ","October 6, 2024",5,"Good but i found a way better one.","Good for the price but I would pay a little more for a better card. I would get the rx 470 instead but it has more power usage."
"87","GTX 750Ti Graphics Card","Donnique D Hunter","July 10, 2024",4.2,"it was a good product and i was getting 200 fps on fortnite","it was a good product and i was getting 200 fps on fortnite"
"88","GTX 750Ti Graphics Card","Karel","June 6, 2024",4.6,"Ok","Todo ok"
"89","GTX 750Ti Graphics Card",NA,NA,4.3,NA,NA
"90","GTX 750Ti Graphics Card",NA,NA,4.2,NA,NA
"91","GTX 750Ti Graphics Card",NA,NA,4.1,NA,NA
"92","GTX 750Ti Graphics Card",NA,NA,4.4,NA,NA
"93","GTX 750Ti Graphics Card",NA,NA,4.4,NA,NA
"94","GTX 750Ti Graphics Card",NA,NA,4.3,NA,NA
"95","GTX 750Ti Graphics Card",NA,NA,4.3,NA,NA
"96","GTX 750Ti Graphics Card",NA,NA,5,NA,NA
"97","GTX 750Ti Graphics Card",NA,NA,4,NA,NA
"98","GTX 750Ti Graphics Card",NA,NA,5,NA,NA
"99","GTX 750Ti Graphics Card",NA,NA,5,NA,NA
"100","GTX 750Ti Graphics Card",NA,NA,4,NA,NA
"101","maxsun AMD Radeon RX","","May 20, 2024",4.4,"Great Small Form Factor Video Card","I have a small form factor PC, the HP S01-pF2013w. It serves me well as a streamer/entertainment computer. Two issues though, it had slow USB (see my review on the FebSmart 2-port USB3 card) and I accidentally yanked the HDMI cord and damaged the built-in HDMI port. Not wanting to write-off the computer, I decided to try the Maxsun Radeon RX550 video card to salvage the situation.As advertised, the card was an easy fit in the PCI 16 slot. HP does not give much room between the slot and the power supply, but the Maxsun said it'd fit with only a 19mm space, and sure enough it did. That leaves a few mm's to spare, which I hoped would be enough for the fan to keep the card cool. The added HDMI and DisplayPort are unobstructed by the case.Just for grins, I decided to see how the stock Intel UHD 630 performance stacked up against the Radeon RX550. Using PassMark's PerformaceTest suite v 11.0 2D and 3D graphics tests, the Radeon came out the clear winner. It was visually obvious as the tests ran, I've included a pic showing the two results side by side.Power consumption was a concern, as was temperature.  It's a little computer with a small power supply. Using NZXT I was able to see the power consumption and temperature under idle, movie streaming, and hard-core 3D-rendering tests.  At idle, the Radeon only uses 4W.  While streaming, 6W at 126 F.  3D rendering pushed the card, it went to 24W at 172F. A little warmer than I like, but sustainable. My concern about limited airflow is gone.The only problem I had was the AMD software.  Windows 11 immediately recognized the card and it worked fine, but I later downloaded the AMD Adrenalin software just to make sure the full ability of the card was available. Unfortunately, that made it unstable - sometimes the screen would black-out and require a reboot. After I uninstalled the Adenalin software and only loaded the AMD Radeon driver it settled down and there've been no problems since.Verdict: The card works. There was a very noticeable improvement in performance compared to the Intel UHD 630, and the card uses very little wattage and keeps its cool. The Radeon RX550 will not win any awards and is by no means a graphics monster, but it does elevate an underpowered stock system from abysmal to mid-level graphics performance. I've no regrets."
"102","maxsun AMD Radeon RX","Amazon Customer","November 30, 2024",4.4,"PERFECT","It took a while to find this card but this one works perfect I have 60fps on games I used to only get around 25-30fps.. well worth the money."
"103","maxsun AMD Radeon RX","Bill Patton","October 28, 2023",4.2,"Good for value","After receiving the package, I noticed the sleek box design. It comes in a nifty little box tucked in with some bubble wrap and foam so it wont break. The gpu itsef was great for my needs. I do light gaming but, this card would be a perfect office choice."
"104","maxsun AMD Radeon RX","Dave","March 15, 2024",4.2,"Worked well out of the box, improved video performance","I bought this video card to improve the video performance of our dell precision 3450 small firm factor computer. The video was previously lagging and sticking when streaming UHD video, and when I checked task manager I found that the built in video GPU was running at 100% capacity. Dell recommended an AMD 550 half height card for this machine, so I purchased this one. It was easy to install, and I just downloaded the drivers from AMD's web site, which was easy to do (there were none in the box).  When I plugged the monitor into this card, the video quality was excellent, and task manager said that the video GPU was at about 50% capacity when streaming and displaying UHD video. Job done!  I should also not that the video card in the box was fitted with a mounting bracket for a full height slot, but the included a half height bracket which was easy to swap out. This was a good purchase - highly recommended."
