"ProductTitle","Price","Ratings","Reviews","Description"
"18.5 Inch Laptops, Windows 11 Laptop with 20GB RAM 128GB EMMC+1024GB SSD, Celeron N5095 Quad-Core, Office 365 1-Year Subscription, 180° Hinge, WiFi 6, BT5.2, USB, Type-C, HDMI, 8000mAh(Gray)",149.9,4.7,"46","Only 6 left in stock - order soon."
"HP EliteBook 655 G10 15.6"" FHD Business Laptop Computer, Hexa-Core AMD Ryzen 5 7530U (Beat i7-1355U), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6E, Bluetooth 5.3, Fingerprint Reader, Windows 11 Pro, Tilsiy",869,4.5,"17","FREE delivery Mon, Dec 16 to Philippines "
"SGIN Laptop Computer, 15.6 inch, with Celeron N5095 Processor(Up to 2.9GHz), FHD 1920x1080 Display, 12GB DDR4 512GB SSD, Bluetooth 4.2, USB 3.0, WiFi(Gray)",259.9,4.3,"4","Only 9 left in stock - order soon."
"ASUS Vivobook Go 15.6” Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, E1504FA-AS54",309.9,4.3,"199","FREE delivery Mon, Dec 16 to Philippines "
"AOC Gaming Laptop, 16.1” FHD Display, AMD Ryzen 7 5825U Octa-Core CPU, 16GB RAM 512GB SSD, Windows 11 Laptop Computer, Wi-Fi 6, Backlit Keyboard, HDMI, USB3.2, Type-C, 53Wh Battery, Metal Shell",389.9,4.2,"46","FREE delivery Fri, Dec 13 to Philippines "
"ASUS Chromebook CX1, 14"" FHD, Intel® Celeron N4500 Processor, 64GB Storage, 4GB RAM, ChromeOS, Transparent Silver, CX1400CKA-AS44F",599.9,4,"474","More Buying Choices$297.59(7+ used & new offers)"
"HP Stream 14"" HD Lightweight Laptop, Intel Celeron N4120, 16GB RAM, 224GB Storage(64GB eMMC + 160GB Docking Station), Intel UHD Graphics, HD Webcam, 1 Year Office 365, WiFi, Bluetooth, Win 11s, White",699.9,4.2,"1,235","FREE delivery Mon, Dec 16 to Philippines "
"jumper Laptop 12GB RAM 512GB SSD, Laptops with Office 365 One Year, FHD 1920x1080 Display, Celeron N4000 CPU, 35.52WH Battery, 2.4G+5G WiFi, BT4.0, 2 Speakers, Portable 14 Inch Laptop Computer.",144.9,5,"1","Only 16 left in stock - order soon."
"ASUS TUF Gaming A15 (2024) Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 2050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NF-ES51",209.9,4.3,"680","FREE delivery Fri, Dec 13 to Philippines "
"Laptop Computer Windows Laptop 16GB DDR4 512GB M.2 SSD Traditional Laptop Computers 15.6-inch IPS FHD Windows11 WIFI5 BT5.0 HDMI Type-C USB3.2 Home Laptops Office Laptops",249,5,"6","More Buying Choices$140.15(21+ used & new offers)"
"ASUS 2024 Vivobook Go 11.6” HD Laptop, Intel Dual Core N4500, Intel Graphics, 4GB, 128GB, Windows 11 Home in S Mode, Star Black, L210KA-ES04",349,4.1,"725","FREE delivery Fri, Dec 13 to Philippines "
"jumper Laptop, 12GB LPDDR4 RAM, 256GB SSD ROM, 14 Inch 1080p FHD IPS Screen, Windows 11 Laptops Computer with Celeron 4-Core Processor, UHD Graphics 600, 2 Stereo Speaker, Portable.",249.9,4.2,"95","FREE delivery Fri, Dec 13 to Philippines "
"ApoloSign 15.6"" Laptop, Expandable 1TB, 12GB RAM, 512GB SSD, with N5095 High-Speed Performance, and Full HD Display, Dual-Band WiFi, 178° Open Angle, Dual Speakers",569.9,4,"69","More Buying Choices$239.99(2 used & new offers)"
"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S",559.9,4,"1,678","FREE delivery Fri, Dec 13 to Philippines "
"17.3 Inch Laptop, Laptops with IPS Full HD, Celeron N4020(up to 2.8 GHz), 8GB RAM 512GB SSD, Buletooth 4.2, Mini HDMI, Webcam,2xUSB 3.0, Expandable Storage 1024GB TF, 8000mah(Gray)",699.9,4.9,"17","FREE delivery to Philippines"
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",359.9,4,"1,915","FREE delivery Fri, Dec 13 to Philippines "
